14 0 14 | 7 2 6 0 3 4 1 5 
13 1 12 | 7 2 6 5 3 4 1 0 
14 2 12 | 7 2 6 5 3 4 1 0 
16 2 14 | 7 2 6 5 3 4 0 1 
15 3 12 | 7 2 6 5 3 4 1 0 
16 2 14 | 0 2 6 7 3 4 1 5 
15 3 12 | 3 2 6 7 0 4 1 5 
15 3 12 | 2 0 6 7 3 4 1 5 
15 5 10 | 5 2 6 7 3 4 1 0 
15 5 10 | 3 2 6 7 5 4 1 0 
16 2 14 | 7 2 6 0 3 4 1 5 
16 4 12 | 3 2 6 7 0 4 1 5 
16 4 12 | 2 6 0 7 3 4 1 5 
15 5 10 | 2 6 1 7 3 4 0 5 
14 6 8 | 2 6 1 7 3 4 5 0 
16 4 12 | 2 4 6 7 3 0 1 5 
15 5 10 | 2 4 6 7 3 1 0 5 
14 6 8 | 2 4 6 7 3 1 5 0 
16 4 12 | 3 2 6 7 4 0 1 5 
15 5 10 | 3 2 6 7 4 1 0 5 
14 6 8 | 3 2 6 7 4 1 5 0 
16 6 10 | 2 6 1 7 3 4 0 5 
16 6 10 | 3 2 0 7 4 1 6 5 
16 6 10 | 2 4 0 7 3 1 6 5 
17 1 16 | 7 2 0 6 3 4 1 5 
16 2 14 | 7 2 1 6 3 4 0 5 
15 3 12 | 7 2 1 6 3 4 5 0 
16 2 14 | 7 2 6 0 3 4 1 5 
16 4 12 | 7 2 1 0 3 4 5 6 
17 3 14 | 7 2 6 0 3 4 1 5 
17 3 14 | 7 2 1 6 3 4 0 5 
17 3 14 | 7 2 0 5 3 4 6 1 
16 4 12 | 7 2 5 0 3 4 6 1 
15 5 10 | 7 2 5 1 3 4 6 0 
16 6 10 | 7 2 5 1 3 4 6 0 
17 5 12 | 3 2 6 7 0 4 1 5 
17 5 12 | 2 0 6 7 3 4 1 5 
17 5 12 | 2 6 7 0 3 4 1 5 
16 6 10 | 2 6 7 5 3 4 1 0 
17 5 12 | 3 0 6 7 4 2 1 5 
17 5 12 | 2 4 6 7 0 3 1 5 
17 5 12 | 7 2 1 6 3 4 5 0 
17 5 12 | 2 0 6 7 3 4 1 5 
17 5 12 | 2 4 6 7 3 0 1 5 
17 5 12 | 7 2 1 0 3 4 5 6 
17 7 10 | 2 4 6 7 3 1 0 5 
17 7 10 | 2 4 7 0 3 1 6 5 
16 8 8 | 2 4 7 5 3 1 6 0 
17 7 10 | 3 2 6 7 4 1 0 5 
17 7 10 | 3 2 6 0 4 1 5 7 
16 8 8 | 3 2 6 7 4 1 5 0 
17 7 10 | 3 2 6 7 4 1 0 5 
17 7 10 | 3 2 0 7 4 1 6 5 
17 7 10 | 3 2 7 0 4 1 6 5 
16 8 8 | 3 2 7 5 4 1 6 0 
17 7 10 | 2 4 6 7 3 1 0 5 
17 7 10 | 2 4 6 7 5 3 1 0 
17 7 10 | 2 4 6 0 3 1 5 7 
16 8 8 | 2 4 6 7 3 1 5 0 
17 7 10 | 2 4 0 7 3 1 6 5 
17 7 10 | 2 6 7 5 3 4 1 0 
17 7 10 | 2 6 1 7 3 4 0 5 
17 7 10 | 2 6 1 0 3 4 5 7 
16 8 8 | 2 6 1 7 3 4 5 0 
17 9 8 | 3 2 6 7 4 1 5 0 
17 9 8 | 3 2 7 5 4 1 6 0 
17 9 8 | 2 4 6 7 3 1 5 0 
17 9 8 | 2 6 1 7 3 4 5 0 
17 9 8 | 2 4 7 5 3 1 6 0 
18 4 14 | 0 2 6 7 3 4 1 5 
18 4 14 | 7 2 6 0 3 4 1 5 
18 4 14 | 0 2 6 7 3 4 1 5 
18 4 14 | 7 2 6 5 3 4 0 1 
18 4 14 | 7 2 1 6 3 4 0 5 
18 4 14 | 0 2 6 5 3 4 1 7 
17 5 12 | 3 2 6 5 0 4 1 7 
17 5 12 | 2 0 6 5 3 4 1 7 
18 4 14 | 7 2 0 5 3 4 6 1 
18 6 12 | 2 6 0 7 3 4 1 5 
18 6 12 | 2 4 6 5 3 0 1 7 
17 7 10 | 2 4 6 5 3 1 0 7 
18 6 12 | 2 6 0 5 3 4 1 7 
17 7 10 | 2 6 1 5 3 4 0 7 
17 7 10 | 2 6 5 0 3 4 1 7 
16 8 8 | 2 6 5 7 3 4 1 0 
17 9 8 | 2 6 5 7 3 4 1 0 
18 6 12 | 3 2 6 7 5 4 0 1 
17 7 10 | 3 2 6 7 5 4 1 0 
18 6 12 | 3 2 6 7 4 0 1 5 
18 6 12 | 5 2 6 0 3 4 1 7 
17 7 10 | 5 2 6 7 3 4 1 0 
18 6 12 | 3 2 6 5 0 4 1 7 
18 6 12 | 3 0 6 7 4 2 1 5 
18 6 12 | 3 2 6 0 5 4 1 7 
17 7 10 | 3 2 6 7 5 4 1 0 
18 6 12 | 0 4 6 7 2 3 1 5 
17 9 8 | 5 4 6 7 2 3 1 0 
18 6 12 | 0 3 6 7 4 2 1 5 
17 9 8 | 5 3 6 7 4 2 1 0 
18 6 12 | 2 6 0 7 3 4 1 5 
18 6 12 | 5 2 6 7 3 4 0 1 
17 7 10 | 5 2 6 7 3 4 1 0 
18 6 12 | 7 2 5 0 3 4 6 1 
18 6 12 | 5 2 6 0 3 4 1 7 
18 6 12 | 2 4 6 7 3 0 1 5 
18 6 12 | 7 2 5 1 3 4 0 6 
17 7 10 | 7 2 5 1 3 4 6 0 
18 6 12 | 2 0 6 7 3 4 1 5 
18 6 12 | 0 2 5 7 3 4 6 1 
13 9 4 | 1 2 5 7 3 4 6 0 
16 10 6 | 1 2 5 0 3 4 6 7 
15 11 4 | 1 2 5 7 3 4 6 0 
16 10 6 | 1 2 5 7 3 4 0 6 
15 11 4 | 1 2 5 7 3 4 6 0 
16 12 4 | 1 2 5 7 3 4 6 0 
17 7 10 | 3 2 5 7 0 4 6 1 
13 9 4 | 3 2 5 7 1 4 6 0 
16 10 6 | 3 2 5 0 1 4 6 7 
15 11 4 | 3 2 5 7 1 4 6 0 
16 10 6 | 3 2 5 7 1 4 0 6 
15 11 4 | 3 2 5 7 1 4 6 0 
16 12 4 | 3 2 5 7 1 4 6 0 
17 7 10 | 2 0 5 7 3 4 6 1 
17 11 6 | 1 2 5 0 3 4 6 7 
17 11 6 | 3 2 5 0 1 4 6 7 
18 6 12 | 0 2 1 7 3 4 5 6 
17 7 10 | 3 2 1 7 0 4 5 6 
17 7 10 | 2 0 1 7 3 4 5 6 
16 8 8 | 2 1 0 7 3 4 5 6 
15 9 6 | 2 1 5 7 3 4 0 6 
14 10 4 | 2 1 5 7 3 4 6 0 
16 10 6 | 2 1 5 7 3 4 0 6 
17 9 8 | 3 2 1 7 6 4 5 0 
17 9 8 | 2 1 7 0 3 4 5 6 
17 11 6 | 2 1 5 0 3 4 6 7 
16 12 4 | 2 1 5 7 3 4 6 0 
17 11 6 | 2 1 5 7 3 4 0 6 
17 13 4 | 2 1 5 7 3 4 6 0 
18 6 12 | 3 2 6 7 4 0 1 5 
18 6 12 | 3 2 6 5 4 0 1 7 
17 7 10 | 3 2 6 5 4 1 0 7 
18 6 12 | 3 6 0 7 4 2 1 5 
17 7 10 | 3 6 1 7 4 2 0 5 
16 8 8 | 3 6 1 7 4 2 5 0 
18 6 12 | 2 6 1 7 3 0 4 5 
17 7 10 | 2 6 1 7 3 4 0 5 
18 6 12 | 7 2 1 6 3 4 5 0 
18 6 12 | 2 4 6 7 3 0 1 5 
18 8 10 | 2 4 0 5 3 1 6 7 
17 9 8 | 2 4 5 0 3 1 6 7 
16 10 6 | 2 4 5 7 3 1 6 0 
17 11 6 | 2 4 5 7 3 1 6 0 
18 8 10 | 2 6 1 5 3 4 0 7 
18 8 10 | 2 4 6 5 3 1 7 0 
18 8 10 | 3 2 6 5 4 1 7 0 
18 8 10 | 3 6 1 7 4 2 0 5 
18 8 10 | 3 2 6 7 4 1 0 5 
18 8 10 | 2 4 6 7 3 1 0 5 
18 8 10 | 2 6 1 5 3 4 7 0 
18 8 10 | 3 2 0 5 4 1 6 7 
17 9 8 | 3 2 5 0 4 1 6 7 
16 10 6 | 3 2 5 7 4 1 6 0 
17 11 6 | 3 2 5 7 4 1 6 0 
18 8 10 | 3 2 6 0 4 1 5 7 
18 8 10 | 3 2 0 7 4 1 6 5 
18 8 10 | 2 4 6 0 3 1 5 7 
18 8 10 | 2 4 1 7 3 0 5 6 
18 8 10 | 2 4 5 7 3 0 6 1 
18 8 10 | 3 2 1 7 4 0 5 6 
18 8 10 | 2 5 0 7 3 4 6 1 
18 8 10 | 3 2 1 7 0 4 5 6 
18 8 10 | 5 2 6 7 3 4 1 0 
18 8 10 | 2 4 0 7 3 1 6 5 
