12 0 12 | 2 7 3 0 6 1 4 5 
10 0 10 | 2 7 3 5 6 1 4 0 
10 0 10 | 2 7 3 5 6 1 4 0 
12 0 12 | 2 7 3 5 6 1 0 4 
10 0 10 | 2 7 3 5 6 1 4 0 
12 0 12 | 2 7 3 0 6 1 4 5 
12 0 12 | 2 7 3 0 6 1 4 5 
12 0 12 | 2 7 3 5 0 1 4 6 
10 0 10 | 2 7 3 5 1 0 4 6 
8 0 8 | 2 7 3 5 1 4 0 6 
6 0 6 | 2 7 3 5 1 4 6 0 
8 0 8 | 2 7 3 0 1 4 6 5 
6 0 6 | 2 7 3 5 1 4 6 0 
6 0 6 | 2 7 3 5 1 4 6 0 
8 0 8 | 2 7 3 5 1 4 0 6 
8 0 8 | 2 7 3 0 1 4 6 5 
10 0 10 | 2 7 3 5 6 1 4 0 
10 0 10 | 2 7 3 0 5 1 4 6 
10 0 10 | 2 7 0 5 1 4 3 6 
8 0 8 | 2 7 3 5 1 4 0 6 
8 0 8 | 2 7 5 0 1 4 3 6 
8 0 8 | 2 7 3 5 1 4 0 6 
8 0 8 | 2 7 5 6 1 4 3 0 
8 0 8 | 2 7 5 6 1 4 3 0 
8 0 8 | 2 7 5 0 1 4 3 6 
8 0 8 | 2 7 5 0 1 4 3 6 
10 0 10 | 2 7 3 5 1 0 4 6 
10 0 10 | 2 0 7 5 1 4 3 6 
10 0 10 | 2 7 3 6 5 1 4 0 
10 0 10 | 2 7 0 5 1 4 3 6 
10 0 10 | 2 7 0 5 1 4 3 6 
10 0 10 | 2 4 7 5 1 0 3 6 
8 0 8 | 2 4 7 5 1 3 0 6 
6 0 6 | 2 4 7 5 1 3 6 0 
8 0 8 | 2 4 7 0 1 3 6 5 
6 0 6 | 2 4 7 5 1 3 6 0 
6 0 6 | 2 4 7 5 1 3 6 0 
8 0 8 | 2 4 7 5 1 3 0 6 
8 0 8 | 2 4 7 0 1 3 6 5 
8 0 8 | 2 4 0 7 1 3 6 5 
8 0 8 | 2 4 6 7 1 3 0 5 
6 0 6 | 2 4 6 7 1 3 5 0 
8 0 8 | 2 4 7 0 1 3 6 5 
8 0 8 | 2 4 0 7 1 3 6 5 
8 0 8 | 2 4 6 7 1 3 0 5 
8 0 8 | 2 4 0 7 1 3 6 5 
8 0 8 | 2 4 6 7 1 3 0 5 
8 0 8 | 2 4 6 0 1 3 5 7 
6 0 6 | 2 4 6 7 1 3 5 0 
6 0 6 | 2 4 6 7 1 3 5 0 
8 0 8 | 2 4 6 0 1 3 5 7 
10 0 10 | 2 7 0 3 1 4 6 5 
8 0 8 | 2 7 3 0 1 4 6 5 
10 0 10 | 2 7 3 6 5 1 4 0 
10 0 10 | 2 7 0 5 1 4 3 6 
10 0 10 | 2 7 3 0 5 1 4 6 
10 0 10 | 2 7 3 6 5 1 0 4 
10 0 10 | 2 7 3 0 5 1 4 6 
10 0 10 | 2 4 7 5 1 0 3 6 
10 0 10 | 2 7 6 3 1 4 0 5 
