8 0 8 | 6 3 4 7 1 2 5 0 
11 1 10 | 6 3 4 0 1 2 5 7 
10 2 8 | 6 3 4 7 1 2 5 0 
11 1 10 | 6 3 4 7 1 2 0 5 
10 2 8 | 6 3 4 7 1 2 5 0 
11 3 8 | 6 3 4 7 1 2 5 0 
12 2 10 | 6 3 0 4 1 2 5 7 
12 2 10 | 6 3 4 0 1 2 5 7 
12 2 10 | 6 3 0 7 1 2 4 5 
13 3 10 | 0 3 4 7 1 2 5 6 
12 4 8 | 1 3 4 7 0 2 5 6 
11 5 6 | 1 3 4 7 2 0 5 6 
12 6 6 | 1 3 4 7 6 2 5 0 
12 6 6 | 1 3 4 7 2 5 0 6 
11 7 4 | 1 3 4 7 2 5 6 0 
13 3 10 | 6 3 4 7 1 2 0 5 
13 3 10 | 6 3 7 0 1 2 4 5 
12 4 8 | 6 3 7 5 1 2 4 0 
13 3 10 | 6 3 5 4 1 2 0 7 
12 4 8 | 6 3 5 4 1 2 7 0 
13 3 10 | 6 0 3 4 1 2 5 7 
12 4 8 | 6 2 3 4 1 0 5 7 
11 5 6 | 6 2 3 4 1 5 0 7 
10 6 4 | 6 2 3 4 1 5 7 0 
13 3 10 | 6 3 4 0 1 2 5 7 
13 3 10 | 6 3 0 7 1 2 4 5 
13 5 8 | 1 3 4 7 0 2 5 6 
13 5 8 | 6 2 3 4 1 0 5 7 
13 5 8 | 6 3 7 5 1 2 4 0 
13 7 6 | 1 3 4 7 2 0 5 6 
13 7 6 | 6 2 3 4 1 5 0 7 
13 7 6 | 1 3 0 7 2 5 4 6 
13 7 6 | 6 2 3 0 1 5 7 4 
12 8 4 | 6 2 3 4 1 5 7 0 
13 9 4 | 6 2 3 4 1 5 7 0 
14 2 12 | 6 3 4 7 1 0 2 5 
13 3 10 | 6 3 4 7 1 2 0 5 
14 4 10 | 6 3 0 4 1 2 5 7 
14 4 10 | 0 6 3 4 1 2 5 7 
13 5 8 | 1 6 3 4 0 2 5 7 
13 7 6 | 1 6 3 4 7 2 5 0 
14 4 10 | 6 3 0 4 1 2 5 7 
14 4 10 | 6 3 4 7 1 2 0 5 
14 4 10 | 6 3 0 7 1 2 4 5 
14 4 10 | 6 3 5 4 1 2 0 7 
14 4 10 | 3 0 4 7 1 2 5 6 
13 5 8 | 3 4 0 7 1 2 5 6 
12 6 6 | 3 4 5 7 1 2 0 6 
11 7 4 | 3 4 5 7 1 2 6 0 
13 7 6 | 3 4 5 7 1 2 0 6 
14 6 8 | 1 6 3 4 0 2 5 7 
14 6 8 | 6 2 0 4 1 5 3 7 
13 7 6 | 6 2 3 4 1 5 0 7 
14 6 8 | 1 3 4 7 0 2 5 6 
14 6 8 | 6 2 3 4 1 0 5 7 
14 6 8 | 6 3 4 7 1 2 5 0 
14 6 8 | 3 4 7 0 1 2 5 6 
14 6 8 | 1 0 4 7 2 3 5 6 
13 7 6 | 1 3 4 7 2 0 5 6 
13 7 6 | 1 4 0 7 2 3 5 6 
12 8 4 | 1 4 5 7 2 3 0 6 
11 9 2 | 1 4 5 7 2 3 6 0 
13 9 4 | 1 4 5 7 2 3 0 6 
14 6 8 | 1 6 3 4 2 0 5 7 
13 7 6 | 1 6 3 4 2 5 0 7 
12 8 4 | 1 6 3 4 2 5 7 0 
14 8 6 | 6 2 3 0 1 5 7 4 
14 8 6 | 1 3 4 7 2 5 0 6 
14 8 6 | 1 3 7 0 2 5 4 6 
14 8 6 | 1 4 7 0 2 3 5 6 
14 8 6 | 1 3 0 7 2 5 4 6 
14 8 6 | 3 4 5 7 1 2 0 6 
14 8 6 | 6 2 3 4 1 5 0 7 
14 8 6 | 1 3 4 7 2 0 5 6 
14 8 6 | 3 4 5 0 1 2 6 7 
13 9 4 | 3 4 5 7 1 2 6 0 
14 8 6 | 1 3 4 7 2 5 0 6 
14 8 6 | 1 3 4 0 2 5 6 7 
13 9 4 | 1 3 4 7 2 5 6 0 
14 10 4 | 3 4 5 7 1 2 6 0 
14 10 4 | 1 3 4 7 2 5 6 0 
14 10 4 | 1 4 5 0 2 3 6 7 
13 11 2 | 1 4 5 7 2 3 6 0 
14 10 4 | 1 4 5 7 2 3 0 6 
14 12 2 | 1 4 5 7 2 3 6 0 
15 3 12 | 6 0 3 7 1 2 4 5 
14 4 10 | 6 3 0 7 1 2 4 5 
15 3 12 | 0 3 4 6 1 2 5 7 
14 4 10 | 1 3 4 6 0 2 5 7 
13 5 8 | 1 3 4 6 2 0 5 7 
